event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,price_segment
2019-10-14 09:13:17+00:00,purchase,12704677,2.0530135535598963e+18,unknown,sailun,49.94,515909478,9c6e8bf3-0f2a-43ba-8d36-b32ff5193947,<$50
2019-10-14 09:19:01+00:00,purchase,1005004,2.0530135556318828e+18,electronics.smartphone,huawei,253.97,518018191,75b4f3db-b9d2-40dc-9d41-515271634b3d,$200-500
2019-10-14 09:19:31+00:00,purchase,1201505,2.172371436436456e+18,electronics.tablet,samsung,163.45,560062559,ba75754c-547f-46b6-a33d-b0fce1466473,$100-200
2019-10-14 09:22:32+00:00,purchase,12600037,2.053013554751079e+18,appliances.kitchen.grill,redmond,77.2,516786860,ff48cf7d-3ad0-4fcd-be04-0e57eaf80931,$50-100
2019-10-14 09:23:47+00:00,purchase,12704677,2.0530135535598963e+18,unknown,sailun,49.94,515909478,d158e67c-95a3-4123-adf3-9269a2dfe166,<$50
2019-10-14 09:25:36+00:00,purchase,3700278,2.0530135659834253e+18,appliances.environment.vacuum,samsung,69.47,516786860,ff48cf7d-3ad0-4fcd-be04-0e57eaf80931,$50-100
2019-10-14 09:33:05+00:00,purchase,1004237,2.0530135556318828e+18,electronics.smartphone,apple,1085.97,540218133,34332eb5-7bc6-452f-bbae-c858d9255738,>$1000
2019-10-14 09:50:00+00:00,purchase,1004838,2.0530135556318828e+18,electronics.smartphone,oppo,179.85,515858532,32a499dc-d5f9-48e0-97ec-ae4400b5eda7,$100-200
2019-10-14 09:54:34+00:00,purchase,1004739,2.0530135556318828e+18,electronics.smartphone,xiaomi,187.89,516651834,115b72f9-84db-4179-88e8-5f6f2f3f53ea,$100-200
2019-10-14 09:59:14+00:00,purchase,26203491,2.0530135636933356e+18,unknown,sokolov,104.67,556477024,d92adaf2-5db5-4f3e-ae82-bcb19d5fa2db,$100-200
2019-10-14 10:08:02+00:00,purchase,1004856,2.0530135556318828e+18,electronics.smartphone,samsung,131.64,559436394,3a46e066-ffa8-490b-8056-797cb4a021e9,$100-200
2019-10-14 10:08:19+00:00,purchase,2900200,2.0530135547762445e+18,appliances.kitchen.microwave,lg,84.43,514465122,05803de8-3105-4ad7-b8b2-58c864c5be74,$50-100
2019-10-14 10:14:42+00:00,purchase,1004875,2.0530135556318828e+18,electronics.smartphone,samsung,386.29,520727859,3411a84d-58c4-41a6-9500-70b5954b4b60,$200-500
2019-10-14 10:16:34+00:00,purchase,1307344,2.053013558920217e+18,computers.notebook,asus,540.53,559436394,602e0978-2dfd-47bd-abe0-1aeec00f8bfb,$500-1000
2019-10-14 10:16:36+00:00,purchase,10800172,2.0530135549943483e+18,unknown,redmond,51.46,514465122,05803de8-3105-4ad7-b8b2-58c864c5be74,$50-100
2019-10-14 10:20:00+00:00,purchase,1004856,2.0530135556318828e+18,electronics.smartphone,samsung,131.64,559436394,c975f6ac-198a-4801-9d31-86c33e4e3fbf,$100-200
2019-10-14 10:21:07+00:00,purchase,1004856,2.0530135556318828e+18,electronics.smartphone,samsung,131.64,520727859,3411a84d-58c4-41a6-9500-70b5954b4b60,$100-200
2019-10-14 10:21:13+00:00,purchase,1004856,2.0530135556318828e+18,electronics.smartphone,samsung,131.64,559436394,92a0ef53-3ab3-42bb-ba91-ea1a6e9d9f98,$100-200
2019-10-14 10:24:36+00:00,purchase,1004858,2.0530135556318828e+18,electronics.smartphone,samsung,131.63,549882086,09049644-591f-40c2-aada-0bc24c583b92,$100-200
2019-10-14 10:25:15+00:00,purchase,1004856,2.0530135556318828e+18,electronics.smartphone,samsung,131.64,513618909,b6f64bb5-3dab-4a4c-b872-400d3fe1122a,$100-200
2019-10-14 10:33:29+00:00,purchase,1004870,2.0530135556318828e+18,electronics.smartphone,samsung,285.4,558435908,866d95b5-0785-43f3-88dd-93a1005700ef,$200-500
2019-10-14 10:36:34+00:00,purchase,1005168,2.0530135556318828e+18,electronics.smartphone,samsung,228.73,517910565,b7be0562-3f2c-47cc-9913-b393d47db5d4,$200-500
2019-10-14 10:41:07+00:00,purchase,4100126,2.053013561218696e+18,unknown,sony,334.11,512364781,3123d8ef-fada-4e7d-b216-364bdc5c2bf7,$200-500
2019-10-14 10:42:54+00:00,purchase,4100126,2.053013561218696e+18,unknown,sony,334.11,512364781,3123d8ef-fada-4e7d-b216-364bdc5c2bf7,$200-500
2019-10-14 10:45:33+00:00,purchase,1004873,2.0530135556318828e+18,electronics.smartphone,samsung,378.53,520727859,7aec8d33-cc45-4209-8a8c-3942b4b8f8d6,$200-500
2019-10-14 10:47:28+00:00,purchase,1004661,2.0530135556318828e+18,electronics.smartphone,samsung,885.45,522104793,a4182443-7d9f-44d0-8c4f-ebfd6fde478b,$500-1000
2019-10-14 10:48:27+00:00,purchase,1004873,2.0530135556318828e+18,electronics.smartphone,samsung,378.53,520727859,7aec8d33-cc45-4209-8a8c-3942b4b8f8d6,$200-500
2019-10-14 10:52:28+00:00,purchase,1004873,2.0530135556318828e+18,electronics.smartphone,samsung,378.53,520727859,c8291a42-9e35-46d0-961d-60fe1f55c6c0,$200-500
2019-10-14 11:02:03+00:00,purchase,6800653,2.0530135542225964e+18,computers.components.hdd,kingston,24.15,514308660,efda156f-83e9-4ce7-bc8a-2dac9aa3da34,<$50
2019-10-14 11:02:29+00:00,purchase,30400004,2.0530135600107364e+18,unknown,huter,630.36,512929771,1ec7b151-32cd-4648-b1e3-bf80485e5046,$500-1000
2019-10-14 11:03:38+00:00,purchase,1005100,2.0530135556318828e+18,electronics.smartphone,samsung,145.13,543483786,cfd053c6-5632-482c-8b5b-651771568861,$100-200
2019-10-14 11:23:08+00:00,purchase,16100792,2.0530135581568535e+18,unknown,bergner,42.26,548753992,2c1206ad-d60c-4660-832a-264adbfae5d7,<$50
2019-10-14 11:31:07+00:00,purchase,23000104,2.1643674228935892e+18,unknown,,33.98,513902738,538c1433-bc73-4277-a7fd-e141dd53ac1f,<$50
2019-10-14 11:39:38+00:00,purchase,1004870,2.0530135556318828e+18,electronics.smartphone,samsung,285.4,560106838,da02eae0-b3b4-41ab-a516-569409d34aa4,$200-500
2019-10-14 11:53:53+00:00,purchase,1005099,2.0530135556318828e+18,electronics.smartphone,samsung,145.12,533511152,ca652f3a-ff08-4c82-ad77-9844e475aa15,$100-200
2019-10-14 11:54:11+00:00,purchase,1004767,2.0530135556318828e+18,electronics.smartphone,samsung,250.82,560111576,7df6b793-793a-4b51-b5c2-c6cb0c18670d,$200-500
2019-10-14 11:56:46+00:00,purchase,23000104,2.1643674228935892e+18,unknown,,33.98,513902738,3c246219-4fde-4af5-a0c4-e251d6c63445,<$50
2019-10-14 12:04:41+00:00,purchase,1004767,2.0530135556318828e+18,electronics.smartphone,samsung,250.82,547683992,adb7d827-cd15-4196-8a1d-d0480df1a07d,$200-500
2019-10-14 12:19:27+00:00,purchase,1307051,2.053013558920217e+18,computers.notebook,apple,1773.53,531027690,066d529e-0378-42d2-915b-522cdbf1b213,>$1000
2019-10-14 12:21:00+00:00,purchase,12100551,2.053013555816432e+18,kids.skates,scooter,20.59,559788788,0881847e-94ce-4a9c-bae7-9c600210ae2e,<$50
2019-10-14 12:24:46+00:00,purchase,1005115,2.0530135556318828e+18,electronics.smartphone,apple,1003.85,512744051,2808a38f-c7e8-4771-ad7f-e1bfaebb16f5,>$1000
2019-10-14 12:30:53+00:00,purchase,4802273,2.053013554658804e+18,electronics.audio.headphone,samsung,6.8,553405367,6edc7b02-db7d-458f-99a6-45873d0f4b1d,<$50
2019-10-14 12:33:47+00:00,purchase,1005195,2.0530135556318828e+18,electronics.smartphone,xiaomi,128.45,526804485,e9800fdc-026d-48cc-8b62-dcb620192384,$100-200
2019-10-14 12:43:10+00:00,purchase,32600035,2.0530135665874043e+18,unknown,okuma,39.61,557600187,cf04869a-a7ce-4adb-9379-7e0c144becbf,<$50
2019-10-14 12:46:27+00:00,purchase,1004209,2.0530135556318828e+18,electronics.smartphone,samsung,88.26,557600187,cf04869a-a7ce-4adb-9379-7e0c144becbf,$50-100
2019-10-14 12:48:04+00:00,purchase,26200105,2.0530135636933356e+18,unknown,,155.22,519967953,3de7e16c-9912-4417-bdd9-23b0e41c8d25,$100-200
2019-10-14 13:06:08+00:00,purchase,14300068,2.0530135576032056e+18,electronics.audio.music_tools.piano,yamaha,236.53,535740940,97c0b6a3-df43-4897-9910-e307109add7b,$200-500
2019-10-14 13:07:02+00:00,purchase,4804137,2.053013554658804e+18,electronics.audio.headphone,huawei,102.94,560132689,d10744d1-edf1-4561-86c7-481fd936ebb6,$100-200
2019-10-14 13:19:09+00:00,purchase,17301073,2.0530135538534976e+18,unknown,,44.38,512450030,1b2329cc-2706-cc65-2a67-1e57b9211421,<$50
2019-10-14 13:30:01+00:00,purchase,12400087,2.05301355625264e+18,construction.tools.drill,bosch,115.56,559660068,14a9e312-cbe8-48ab-8954-81fec8bcf120,$100-200
2019-10-14 13:43:34+00:00,purchase,28715839,2.0530135651277875e+18,apparel.shoes,rooman,48.39,516253760,9a4c896f-a0cf-4b3a-8a73-ea3d294e3714,<$50
2019-10-14 13:54:42+00:00,purchase,3400036,2.053013555178898e+18,unknown,redmond,182.73,532584132,b54486a7-e835-40b8-84da-c49b8205b515,$100-200
2019-10-14 13:57:01+00:00,purchase,1004836,2.0530135556318828e+18,electronics.smartphone,samsung,229.99,536901477,81b61ed9-5bc1-4cfb-bcf9-2538c12cceb4,$200-500
2019-10-14 14:34:41+00:00,purchase,1005135,2.0530135556318828e+18,electronics.smartphone,apple,1747.7,538772934,62dd1c69-d4ac-4408-85e5-bf1c48072608,>$1000
2019-10-14 14:36:35+00:00,purchase,1005105,2.0530135556318828e+18,electronics.smartphone,apple,1428.31,538772934,62dd1c69-d4ac-4408-85e5-bf1c48072608,>$1000
2019-10-14 14:40:38+00:00,purchase,1003317,2.0530135556318828e+18,electronics.smartphone,apple,952.15,538772934,62dd1c69-d4ac-4408-85e5-bf1c48072608,$500-1000
2019-10-14 14:41:18+00:00,purchase,4804056,2.053013554658804e+18,electronics.audio.headphone,apple,161.87,515357891,3ac41718-78f2-4bb8-809f-4d5e427666d3,$100-200
2019-10-14 14:50:48+00:00,purchase,1003771,2.0530135556318828e+18,electronics.smartphone,huawei,231.38,525045632,43527745-bb95-45f5-885e-07cadbf32b67,$200-500
2019-10-14 14:54:43+00:00,purchase,1004249,2.0530135556318828e+18,electronics.smartphone,apple,766.76,538772934,1bf78c38-4955-4a0d-bf9d-1303bda23df8,$500-1000
2019-10-14 14:57:31+00:00,purchase,1004249,2.0530135556318828e+18,electronics.smartphone,apple,766.76,512744051,e8981e73-dd23-47ff-b2af-613b6037603d,$500-1000
2019-10-14 15:01:53+00:00,purchase,6201001,2.0530135522932165e+18,appliances.environment.air_heater,,48.88,515545287,7716effe-a98b-4d25-b62f-bf640d6d4e44,<$50
2019-10-14 15:10:47+00:00,purchase,12706259,2.0530135535598963e+18,unknown,nokian,53.54,560167893,e9369804-141d-4dcb-a50e-21d64f50b6f3,$50-100
2019-10-14 15:12:59+00:00,purchase,1005115,2.0530135556318828e+18,electronics.smartphone,apple,1003.85,517509341,f023ade0-8d51-4510-83ea-a4b6ca2e45db,>$1000
2019-10-14 15:37:56+00:00,purchase,1004856,2.0530135556318828e+18,electronics.smartphone,samsung,131.64,560177128,da7a3983-4390-41b7-a4d4-cab8911b1d26,$100-200
2019-10-14 16:08:52+00:00,purchase,6800658,2.0530135542225964e+18,computers.components.hdd,kingston,38.33,522965893,ec64efa9-7296-4619-aff9-d5975312193f,<$50
2019-10-14 16:17:33+00:00,purchase,1004766,2.0530135556318828e+18,electronics.smartphone,samsung,250.86,541267483,d70036f9-0d73-443a-a01c-fb5eb38c8635,$200-500
2019-10-14 16:26:52+00:00,purchase,1004446,2.0530135556318828e+18,electronics.smartphone,samsung,89.23,560161735,360c3578-d018-40d0-8d19-a232a13f1b91,$50-100
2019-10-14 17:01:23+00:00,purchase,1004870,2.0530135556318828e+18,electronics.smartphone,samsung,285.4,539042258,5a513b02-37ff-48f7-894d-319813f697ed,$200-500
2019-10-14 17:04:55+00:00,purchase,1801849,2.0530135544155343e+18,electronics.video.tv,samsung,632.91,541825693,c31a689e-4a86-41b3-9b2a-1196948ab9cc,$500-1000
2019-10-14 17:39:22+00:00,purchase,1004767,2.0530135556318828e+18,electronics.smartphone,samsung,250.82,560211671,41cd0087-6598-42a6-b76a-79c59a3bbdf1,$200-500
2019-10-14 18:03:02+00:00,purchase,11500678,2.0530135546252493e+18,unknown,sven,50.45,512369042,d06736f1-97c1-4810-820b-de56d5cde5d5,$50-100
2019-10-14 18:03:18+00:00,purchase,4700680,2.0530135608999288e+18,auto.accessories.videoregister,ibox,60.23,560183319,7c600136-4de4-4f69-8196-5ed8e4e907d6,$50-100
2019-10-14 18:11:06+00:00,purchase,1004237,2.0530135556318828e+18,electronics.smartphone,apple,1085.97,560219523,1206c923-a146-43e6-a25e-dd35fcaf888c,>$1000
2019-10-14 18:16:14+00:00,purchase,1004249,2.0530135556318828e+18,electronics.smartphone,apple,766.76,537239670,d3f17aeb-700b-412e-9122-a12e3f8ebe69,$500-1000
2019-10-14 18:32:28+00:00,purchase,1003307,2.0530135556318828e+18,electronics.smartphone,apple,765.0,529526759,ebee1774-e706-407c-82ba-3ef75d6fc1c2,$500-1000
2019-10-14 18:42:33+00:00,purchase,1004247,2.0530135556318828e+18,electronics.smartphone,apple,810.81,529526759,ebee1774-e706-407c-82ba-3ef75d6fc1c2,$500-1000
2019-10-14 18:48:09+00:00,purchase,1004247,2.0530135556318828e+18,electronics.smartphone,apple,810.81,529526759,562338cb-08da-44fa-86c3-3696bbb0cfda,$500-1000
2019-10-14 20:20:54+00:00,purchase,3601485,2.053013563810776e+18,appliances.kitchen.washer,lg,303.71,553864601,0b7c50d6-3d21-43f9-b54e-c8bee04a8206,$200-500
2019-10-14 20:23:56+00:00,purchase,3601509,2.053013563810776e+18,appliances.kitchen.washer,hansa,283.07,553864601,0b7c50d6-3d21-43f9-b54e-c8bee04a8206,$200-500
2019-10-15 02:25:26+00:00,purchase,4804056,2.053013554658804e+18,electronics.audio.headphone,apple,161.87,516378998,33e7d7e2-c136-45e6-9a7f-0b26a1bbcb12,$100-200
2019-10-15 02:45:55+00:00,purchase,6902373,2.0530135603127265e+18,furniture.living_room.chair,lorelli,73.36,560313413,5cc25cc2-0c37-4a32-8d01-a4de8fcaac60,$50-100
2019-10-15 03:17:14+00:00,purchase,3601509,2.053013563810776e+18,appliances.kitchen.washer,hansa,283.07,553864601,3c2c8b65-1209-4b2a-9952-45a773dfb46a,$200-500
2019-10-15 03:18:33+00:00,purchase,26500452,2.053013563550729e+18,unknown,,26.0,556805308,4189f0ae-a48e-41e9-a5df-176e014c8dfe,<$50
2019-10-15 03:20:02+00:00,purchase,3601485,2.053013563810776e+18,appliances.kitchen.washer,lg,303.71,553864601,3c2c8b65-1209-4b2a-9952-45a773dfb46a,$200-500
2019-10-15 03:28:40+00:00,purchase,11400306,2.053013558458844e+18,unknown,powerplant,4.12,512432519,f574b74c-2938-49f2-895f-b02bc41fb534,<$50
2019-10-15 03:46:40+00:00,purchase,26021780,2.0530135628125317e+18,unknown,,24.67,516728599,a31102f4-2f43-4d91-8138-46bb256fe089,<$50
2019-10-15 04:53:22+00:00,purchase,1003317,2.0530135556318828e+18,electronics.smartphone,apple,952.15,515156400,d8e7e82a-19aa-4ea9-b73d-55e4b225e9bd,$500-1000
2019-10-15 05:15:04+00:00,purchase,9300067,2.0530135545245865e+18,unknown,lg,127.93,513673299,8c0ec4ab-8933-44c2-ab72-9bdd0b6a5e19,$100-200
2019-10-15 05:30:47+00:00,purchase,1004858,2.0530135556318828e+18,electronics.smartphone,samsung,131.63,514016774,db9823be-8ca3-4bca-b1af-fa9db6837efe,$100-200
2019-10-15 05:34:39+00:00,purchase,12714304,2.0530135535598963e+18,unknown,,31.62,514923259,2baaacbe-4781-486a-93b6-fd93d01c7345,<$50
2019-10-15 05:35:35+00:00,purchase,1004858,2.0530135556318828e+18,electronics.smartphone,samsung,131.63,514016774,329ee046-cb4e-497a-a30c-c38205079748,$100-200
2019-10-15 05:38:04+00:00,purchase,1307051,2.053013558920217e+18,computers.notebook,apple,1773.53,531027690,953c056f-48a0-4e81-846f-84fa8d80703c,>$1000
2019-10-15 05:38:13+00:00,purchase,1005115,2.0530135556318828e+18,electronics.smartphone,apple,1003.85,513027350,e9ea5938-2964-4f86-a626-27c2eea38d74,>$1000
2019-10-15 05:53:01+00:00,purchase,1004833,2.0530135556318828e+18,electronics.smartphone,samsung,172.19,548007785,87e721fa-79f7-414d-a11f-17e926ccab16,$100-200
2019-10-15 06:08:55+00:00,purchase,5100577,2.0530135533417925e+18,electronics.clocks,samsung,294.47,543970806,3fe86fba-cafa-439a-95fb-5c301103c4bc,$200-500
2019-10-15 06:35:56+00:00,purchase,1002532,2.0530135556318828e+18,electronics.smartphone,apple,643.23,514512259,ecac4466-6afe-4d6a-9618-b075e6485b21,$500-1000
2019-10-15 06:40:32+00:00,purchase,4100126,2.053013561218696e+18,unknown,sony,334.11,512364781,f0f8a211-af5a-4688-8d67-d3eb2edc83ad,$200-500
2019-10-15 06:51:53+00:00,purchase,8800891,2.0530135555731625e+18,electronics.telephone,bq,15.42,555884524,d1aa434a-ae4d-4b70-9b93-f93de56673a2,<$50
2019-10-15 07:06:25+00:00,purchase,1004856,2.0530135556318828e+18,electronics.smartphone,samsung,131.64,522010905,d14c7306-3eaa-4ba7-b8d7-0f8158627875,$100-200
2019-10-15 07:15:57+00:00,purchase,5301150,2.0530135631732416e+18,unknown,rowenta,59.18,521773532,b88f3075-2ced-4ebc-8884-57102da226c4,$50-100
2019-10-15 07:19:13+00:00,purchase,5100855,2.0530135533417925e+18,electronics.clocks,apple,617.52,546039891,7282d0fb-8073-4b8e-ac51-ebd2d9a36a81,$500-1000
2019-10-15 07:23:37+00:00,purchase,1480494,2.0530135610928668e+18,computers.desktop,acer,900.9,557900094,4e51bb10-d30b-473f-9ced-b3ef59d3641e,$500-1000
2019-10-15 07:30:10+00:00,purchase,1005113,2.0530135556318828e+18,electronics.smartphone,apple,1091.1,522104793,d491dfa2-ad5f-4677-8f25-a4b3f3ddf187,>$1000
2019-10-15 07:30:55+00:00,purchase,1005113,2.0530135556318828e+18,electronics.smartphone,apple,1091.1,522104793,d491dfa2-ad5f-4677-8f25-a4b3f3ddf187,>$1000
2019-10-15 07:32:58+00:00,purchase,1201387,2.172371436436456e+18,electronics.tablet,apple,1003.58,522104793,d491dfa2-ad5f-4677-8f25-a4b3f3ddf187,>$1000
2019-10-15 07:35:14+00:00,purchase,1201513,2.172371436436456e+18,electronics.tablet,samsung,822.32,522104793,d491dfa2-ad5f-4677-8f25-a4b3f3ddf187,$500-1000
2019-10-15 07:40:26+00:00,purchase,1004708,2.0530135556318828e+18,electronics.smartphone,huawei,153.84,512484704,56bc1be2-6929-4976-b3cf-85aabe8373f0,$100-200
2019-10-15 07:43:15+00:00,purchase,1004856,2.0530135556318828e+18,electronics.smartphone,samsung,131.64,535935211,6cab77ef-a45f-41b1-a1ff-65a53b13dc18,$100-200
2019-10-15 07:43:39+00:00,purchase,1004708,2.0530135556318828e+18,electronics.smartphone,huawei,153.84,512484704,56bc1be2-6929-4976-b3cf-85aabe8373f0,$100-200
2019-10-15 07:58:35+00:00,purchase,12701231,2.0530135535598963e+18,unknown,sava,41.96,540272176,ef2fe005-8dba-46df-ac85-2ca690c41060,<$50
2019-10-15 08:01:03+00:00,purchase,12701231,2.0530135535598963e+18,unknown,sava,41.96,540272176,ef2fe005-8dba-46df-ac85-2ca690c41060,<$50
2019-10-15 08:01:30+00:00,purchase,1004708,2.0530135556318828e+18,electronics.smartphone,huawei,153.84,512484704,08b682f4-a67f-4c4d-ab6b-8296ff6b2662,$100-200
2019-10-15 08:03:33+00:00,purchase,12701231,2.0530135535598963e+18,unknown,sava,41.96,540272176,ef2fe005-8dba-46df-ac85-2ca690c41060,<$50
2019-10-15 08:05:22+00:00,purchase,1004785,2.0530135556318828e+18,electronics.smartphone,huawei,277.42,513658559,b378b0a0-115c-4092-8ed8-725f8c99bfaf,$200-500
2019-10-15 08:16:19+00:00,purchase,21403196,2.053013561579406e+18,electronics.clocks,,46.33,512836550,7e351d9f-170e-4281-b863-5efbbf688659,<$50
2019-10-15 08:16:40+00:00,purchase,1005195,2.0530135556318828e+18,electronics.smartphone,xiaomi,128.45,512484704,deebfc77-bb67-4f85-afc0-bfa1fd582d75,$100-200
2019-10-15 08:23:29+00:00,purchase,1005195,2.0530135556318828e+18,electronics.smartphone,xiaomi,128.45,512484704,29170f48-0ae1-4606-99fd-ff8eb5a4082b,$100-200
2019-10-15 08:28:18+00:00,purchase,1005071,2.0530135556318828e+18,electronics.smartphone,samsung,1042.45,513714545,645130aa-8cdc-4caa-9045-ab70b9280160,>$1000
2019-10-15 08:35:27+00:00,purchase,1004856,2.0530135556318828e+18,electronics.smartphone,samsung,131.64,553875809,fc2058fa-3feb-4aa2-a329-4a83fe70d116,$100-200
2019-10-15 08:45:03+00:00,purchase,4804056,2.053013554658804e+18,electronics.audio.headphone,apple,161.87,516378998,97235a75-9b63-4904-9c6e-89bd1ae27389,$100-200
2019-10-15 09:03:30+00:00,purchase,15100222,2.053013557024392e+18,unknown,,684.68,555629804,13a76937-0be3-4f64-a643-ab8a7a7cb62a,$500-1000
2019-10-15 09:09:25+00:00,purchase,1004809,2.0530135556318828e+18,electronics.smartphone,xiaomi,123.3,560404811,03c85f53-f6d9-4f4a-813f-6997225390df,$100-200
2019-10-15 09:11:05+00:00,purchase,1004767,2.0530135556318828e+18,electronics.smartphone,samsung,250.78,560409453,18cd5b5f-d280-404f-8ae9-c5241eac3161,$200-500
2019-10-15 09:17:25+00:00,purchase,1003316,2.0530135556318828e+18,electronics.smartphone,apple,931.54,545769281,d6a4bd27-8d43-4974-8949-bd16ac0225bb,$500-1000
2019-10-15 09:33:02+00:00,purchase,1005169,2.0530135556318828e+18,electronics.smartphone,samsung,217.94,513658559,88dfb73a-a69c-4377-9bb2-8131dd2c0350,$200-500
2019-10-15 10:00:43+00:00,purchase,4804056,2.053013554658804e+18,electronics.audio.headphone,apple,160.22,517568523,f995dc30-a1bb-4831-8013-9cbe5bc81572,$100-200
2019-10-15 10:08:03+00:00,purchase,4804055,2.053013554658804e+18,electronics.audio.headphone,apple,190.46,546861038,4c356cc3-a3b9-48c7-9a0f-33931b64c4d3,$100-200
2019-10-15 11:01:12+00:00,purchase,4804295,2.053013554658804e+18,electronics.audio.headphone,xiaomi,23.0,560446038,973fa631-f1e0-49fe-b0c1-27c8f4b3bc14,<$50
2019-10-15 11:11:00+00:00,purchase,28718923,2.0530135652284508e+18,apparel.shoes,nexpero,113.0,527745947,ef3e8f34-8664-4833-800e-79fe9c1595ce,$100-200
2019-10-15 11:14:41+00:00,purchase,28718847,2.0530135652284508e+18,apparel.shoes,rieker,115.58,527745947,ef3e8f34-8664-4833-800e-79fe9c1595ce,$100-200
2019-10-15 11:53:34+00:00,purchase,1307051,2.053013558920217e+18,computers.notebook,apple,1773.28,531027690,eee486bb-a179-4779-a634-2e3ebcc443f1,>$1000
2019-10-15 11:58:39+00:00,purchase,10701101,2.053013561277416e+18,unknown,ea,74.36,514264186,fbcac1d8-8c49-42e9-bf95-0f0da9a0e615,$50-100
2019-10-15 12:04:40+00:00,purchase,1004873,2.0530135556318828e+18,electronics.smartphone,samsung,377.53,530482376,46a523e4-e729-4919-8705-60881fad091c,$200-500
2019-10-15 12:07:38+00:00,purchase,1004858,2.0530135556318828e+18,electronics.smartphone,samsung,131.63,547097320,441924b0-48ab-4077-988e-8cc49d46a748,$100-200
2019-10-15 12:22:36+00:00,purchase,2501539,2.0530135640037135e+18,appliances.kitchen.oven,asel,86.49,526866887,b092c9a2-ba04-401c-b51f-55e7de4af82b,$50-100
2019-10-15 12:30:55+00:00,purchase,1004856,2.0530135556318828e+18,electronics.smartphone,samsung,131.66,534072005,0064522e-4dc0-4cd2-9bc9-feefdef1e9cb,$100-200
2019-10-15 12:33:02+00:00,purchase,3300531,2.0530135553550587e+18,unknown,dauscher,36.01,560209965,91984cd9-4f18-4808-9b44-0895da5f1c86,<$50
2019-10-15 12:34:40+00:00,purchase,1005116,2.0530135556318828e+18,electronics.smartphone,apple,1054.85,513451919,751800b6-bd6e-437b-b35e-54391e27cbd7,>$1000
2019-10-15 12:34:48+00:00,purchase,34800187,2.062461754293617e+18,unknown,,20.13,560209965,91984cd9-4f18-4808-9b44-0895da5f1c86,<$50
2019-10-15 12:37:35+00:00,purchase,1004777,2.0530135556318828e+18,electronics.smartphone,xiaomi,135.01,512484704,c40249b3-5e53-4399-88ed-d2d39b662ebd,$100-200
2019-10-15 13:17:59+00:00,purchase,5701108,2.053013553970938e+18,auto.accessories.player,pioneer,120.98,513923621,e7962895-efa4-446d-bc0c-31d48a2a2139,$100-200
2019-10-15 13:44:29+00:00,purchase,1005100,2.0530135556318828e+18,electronics.smartphone,samsung,143.71,545336164,ed439a2a-86bc-4a52-8e84-68badd498c83,$100-200
2019-10-15 13:48:06+00:00,purchase,1004777,2.0530135556318828e+18,electronics.smartphone,xiaomi,135.01,512484704,bb6b91a7-18c2-46e7-9d39-be9e318febd8,$100-200
2019-10-15 13:52:03+00:00,purchase,1004767,2.0530135556318828e+18,electronics.smartphone,samsung,250.69,520727859,53300a55-d05f-4605-ae4b-5d2f0b8da85d,$200-500
2019-10-15 13:52:56+00:00,purchase,1004767,2.0530135556318828e+18,electronics.smartphone,samsung,250.69,520727859,53300a55-d05f-4605-ae4b-5d2f0b8da85d,$200-500
2019-10-15 14:46:56+00:00,purchase,1005100,2.0530135556318828e+18,electronics.smartphone,samsung,143.71,519029458,3a434f90-6dd3-4e6b-bf2c-11d7263d713b,$100-200
2019-10-15 14:56:43+00:00,purchase,3601509,2.053013563810776e+18,appliances.kitchen.washer,hansa,283.07,553864601,597d938f-f9e1-4d38-9bba-e066cc459b73,$200-500
2019-10-15 15:09:33+00:00,purchase,1004781,2.0530135556318828e+18,electronics.smartphone,huawei,271.75,558856906,d0713e5f-07c7-4a8b-b35a-9995abb01b04,$200-500
2019-10-15 15:11:06+00:00,purchase,15300317,2.0530135526623155e+18,unknown,transcend,6.4,547195134,0421c284-2e14-40c6-8eb8-c4aedcdfb248,<$50
2019-10-15 15:30:19+00:00,purchase,12718063,2.0530135535598963e+18,unknown,,34.75,513835591,31df235e-529a-4846-8d79-da34b0cacdbb,<$50
2019-10-15 15:39:59+00:00,purchase,17200010,2.0530135597926328e+18,furniture.living_room.sofa,,962.44,514396170,fe188418-65b8-4bbf-a428-bfc13c1f0ed9,$500-1000
2019-10-15 15:41:23+00:00,purchase,17200010,2.0530135597926328e+18,furniture.living_room.sofa,,962.44,514396170,fe188418-65b8-4bbf-a428-bfc13c1f0ed9,$500-1000
2019-10-15 15:46:49+00:00,purchase,28720371,2.053013565782099e+18,apparel.shoes,covani,91.64,515319684,b00ad1f5-f99f-4dda-bd98-98addccf383c,$50-100
2019-10-15 15:48:03+00:00,purchase,1004873,2.0530135556318828e+18,electronics.smartphone,samsung,377.1,560360596,ec8db516-1011-453e-ba7f-40f31e1aad2d,$200-500
2019-10-15 15:49:18+00:00,purchase,28715466,2.053013565782099e+18,apparel.shoes,rieker,73.36,515319684,b00ad1f5-f99f-4dda-bd98-98addccf383c,$50-100
2019-10-15 15:52:58+00:00,purchase,1201466,2.172371436436456e+18,electronics.tablet,samsung,236.68,526564259,6af239ce-0cea-4b71-82a4-d1acaed7d1a5,$200-500
